Id,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
1,-0.019761319984430963,-0.0332255185856849,-0.012712715387846641,-0.021997641857505447,-0.05107140134088374,-0.005024049041661033,-0.005967671960281622,-0.00793970335771727,-0.015414566107911,0.01049604095408299,0.0055898488861586505,-0.04422995808659139,0.008272757661810227,0.002288555600833899,-0.020154745215534214,0.005587452907357376,0.0067838112842978065,0.03771855422321093,0.002951236357724643,0.02723872440945578,-0.019771632442392665,0.01656967711214608,0.017633778453766923,-0.02964319715640253,-4.7691132479109154e-4,0.0028892178657501126,-0.04663478886742757,0.0013302086301727862,0.057043904789252364,-0.0062424048483024075,0.021172176550393492,7.117940170476504e-4,-0.021916719443431102
-0.019761319984430963,1,0.10073880970593167,0.03685342864956534,0.07868551455011007,0.10500983296802728,0.07666999700757246,-0.009312309493822966,0.16082927682274342,0.2382736686968275,0.24518093144389144,0.042549244072308645,0.04998143020178654,0.22034723172213824,0.010514333445131734,-0.027855657759131184,0.12054787023836426,-0.012952102806080359,0.14449364610700202,0.03442465807394679,0.22139624080762935,0.044017641561655337,0.1652286072073652,0.20147335316834047,-0.016779758866667112,0.06960495214754146,0.027366104874442795,0.02349872441831331,0.02296873201099659,0.1141063586023839,-0.05960573010301287,0.018941942970899347,-0.01209396018343283,0.2096239447994839
-0.0332255185856849,0.10073880970593167,1,0.014227651757024682,0.013788427078154832,0.10332050563046022,0.21410313070557704,0.11116974549624856,-0.0026183599500954062,0.2608331345451575,0.29947457850776293,0.0509859482934938,0.004778969866349554,0.26311616716714814,0.15815453106001487,0.04804557088829683,0.1260306265196435,0.014259468566431899,0.11968990815131571,-0.017783870504841794,0.19001477762540947,0.27136400962454255,0.15487073975354076,0.1804027551511166,0.1716976872571128,0.08477380884021633,-0.01833973367221233,0.02042282958613337,0.04316037769525191,0.07767239188017448,0.038067692019183356,0.0012049882225877127,-0.014261407298531854,0.2638433538714057
-0.012712715387846641,0.03685342864956534,0.014227651757024682,1,0.5928549763436503,0.31160010682860695,0.24950319668479762,-0.049106831196239376,0.14904039195440041,0.3914520020660951,0.28198585869980125,0.010307659584363749,-0.1837843443737221,0.1990097136764579,0.18759854999714345,-0.0381618056712331,0.4682707871726737,0.2426559102410648,-0.0706512169047304,-0.17480024561497748,0.0955891282979523,0.1477163994124557,0.5378500917111051,0.4789538198934916,0.22488014230399728,0.1886858400017308,-0.3872677829280788,0.03135451306436376,-0.05036443453861191,0.004949727615943434,-0.034383138736722524,0.012398470595442251,-0.013617680001842145,0.5228973328794969
-0.021997641857505447,0.07868551455011007,0.013788427078154832,0.5928549763436503,1,0.1765291806020667,0.12845054712828874,-0.06775851356598615,0.18113308705016853,0.29106558260416576,0.24037926760355494,0.14002377880486475,-0.06241910007833313,0.28738851965033263,0.11946987911124081,-0.01233703212779967,0.4390464838723489,0.1833306117185345,-0.04058092806774915,-0.14959752104274607,0.19173981629280762,0.11258131843947584,0.4206221549432182,0.3715998094973092,0.20572592049010316,0.2262976326829892,-0.19391914709920707,0.04528580981497569,-0.038740010742609965,0.005829372037107782,-0.01028624878308158,0.021490002226876897,0.035743247121282636,0.5071009671113862
-0.05107140134088374,0.10500983296802728,0.10332050563046022,0.31160010682860695,0.1765291806020667,1,0.26125605491316267,-0.07132962764448489,0.11386216308161247,0.36006736805363826,0.33985041368325014,0.17380000043557575,-0.06862797990733809,0.3880520522217603,0.083010047801358,0.02740266233346421,0.2729988557264335,0.19910751941219584,0.10277451613689097,-0.03845011208085554,0.27956788752577616,0.2470152773621436,0.3619445661774568,0.3708841528088979,0.1599905296183511,0.12252833183190158,-0.10990679726021643,0.019143784329513226,0.06224771119321624,0.011928394029596489,-0.029512248657466492,-0.006723203934639953,-0.008316622580932838,0.4726144990045738
-0.005024049041661033,0.07666999700757246,0.21410313070557704,0.24950319668479762,0.12845054712828874,0.26125605491316267,1,-0.05011740004715104,-0.4952514692570122,0.5223960519923859,0.44586265609200515,-0.13707898608005376,-0.06450259692146855,0.2081711301453269,0.6492117535742649,0.0674184779101171,0.05854313686159528,0.004262424384486916,-0.10735467682307034,-0.08100685077857461,0.044315623912920744,0.26001092023504074,0.22405352239399104,0.29697038534451325,0.20430614523740287,0.11176061335675085,-0.10230330550073181,0.026450506189898998,0.06202062266535001,0.14049128625495694,0.0035714734749547096,-0.015726948262154667,0.014358922393912364,0.3864198062421533
-0.005967671960281622,-0.009312309493822966,0.11116974549624856,-0.049106831196239376,-0.06775851356598615,-0.07132962764448489,-0.05011740004715104,1,-0.20929449241994474,0.10480953760636784,0.0971174484566702,-0.0992603160226442,0.014806997946833694,-0.009639891551805436,0.1586780607817012,0.07094813365590434,-0.07644386196518257,-0.032147837468965774,-0.015728113626580952,-0.04075123644840743,-0.03522654794752325,0.04692070882601212,-0.0382635128692515,-0.018226591907316514,0.06789832641361224,0.003092562209894375,0.03654333944821012,-0.029993397993920985,0.08887125137339051,0.041709054681333596,0.004939781228437705,-0.015210737972006646,0.03170563698488671,-0.011378121450215146
-0.00793970335771727,0.16082927682274342,-0.0026183599500954062,0.14904039195440041,0.18113308705016853,0.11386216308161247,-0.4952514692570122,-0.20929449241994474,1,0.4153596051815894,0.3179874383527259,0.004469092144542422,0.028166688132741213,0.2402572683499355,-0.42290047738321296,-0.09580428815248306,0.2888860554869108,-0.04111753014455168,0.16664331698696278,0.030085868314000144,0.2506470613762493,0.051574882289541886,0.21417518975021746,0.18330269774258404,-0.005316424333062016,0.12900541461542128,-0.0025378545897515536,0.020764005696547922,-0.012579273444256835,-0.035092240793658004,-0.023836645134507787,0.03488844300908208,-0.041258194938761705,0.21447910554696892
-0.015414566107911,0.2382736686968275,0.2608331345451575,0.3914520020660951,0.29106558260416576,0.36006736805363826,0.5223960519923859,0.10480953760636784,0.4153596051815894,1,0.8195299750050332,-0.17451195013496046,-0.033245387347456405,0.45486820254790294,0.3073505537355035,-3.145818198337564e-4,0.32372241360664983,-0.04880373863521245,0.05044995551267817,-0.06890064264201663,0.28557256372579465,0.3395193238986563,0.4345848342916893,0.48666546377379644,0.23201860912901842,0.24726374628810782,-0.09547773670640777,0.03738372726300493,0.08448898591431155,0.12605313210083768,-0.01847892243147205,0.013196178616778536,-0.014968648018750976,0.6135805515591956
